Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Unknown Method,"WriteRead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,
Function,"altitude",,,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,1,,,,4,,,1,1,2,,,,0,0,1,1,0,1,1,0,,,0,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",,,,
Struct,"array_list",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,4,,0,0,,4,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Function,"array_list_add",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,1,1,0,,,,0,0,2,1,0,1,1,0,,,0,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"array_list_expand_internal",,,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,,,,1,,,,12,,,3,7,0,,,,0,0,6,3,0,9,11,2,,,0,9,,,4,4,4,3,2,,,,,2,,1,2,,,"0.00",,,,
Function,"array_list_free",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,0,,,,9,,,2,4,0,,,,0,0,2,3,0,6,6,1,,,0,7,,,3,3,3,1,0,,,,,0,,2,0,,,"0.00",,,,
Function,"array_list_get_idx",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,1,1,0,,,,0,0,1,1,0,2,1,0,,,0,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Function,"array_list_length",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,1,0,,,,0,0,1,1,0,1,1,0,,,0,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Function,"array_list_new",,,,1,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,1,,,,15,,,2,7,0,,,,0,0,7,2,0,9,8,1,,,0,7,,,2,2,2,1,0,,,,,0,,1,0,,,"0.00",,,,
Function,"array_list_put_idx",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,0,,,,9,,,1,5,0,,,,0,0,6,5,1,5,8,0,,,0,8,,,4,4,4,1,1,,,,,0,,1,0,,,"0.00",,,,
File,"arraylist.c",0,9,0,13,71,12,2,2,2,1,9,0,9,0,,,,,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,94,,,,13,,,,61,,,15,27,12,,,,3,10,,,,33,47,15,,,0,34,,,,,,,,4,4,4,3,,,2,,,,"0.20",16,16,16,9
File,"arraylist.h",0,0,0,13,30,10,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,53,,,,13,,,,20,,,0,0,10,,,,2,8,,,,12,12,12,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"0.50",0,0,0,0
File,"baseLSM9DS.cs",,,,,,,1,1,1,1,7,0,5,0,,,,,1,,,16,,,,16,,,,,,,,,,,,,,,,,,,,179,,,,28,,,,134,,,69,62,20,,,,0,0,,,,92,119,72,,,,50,,,,,,,,4,4,4,1,,,1,,,,"0.15",25,25,25,16
Module File,"berryIMU-measure-G.py",,,,,,,3,3,3,1,14,0,0,0,,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,,,,44,,,,13,,,,17,,,3,14,17,,,,,,,4,1,,17,3,,,,14,,,3,3,3,1,,3,3,3,1,,,1,,,,"1.00",3,3,3,1
Module File,"berryIMU-simple.py",,,,,,,12,12,14,1,90,0,0,0,,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,,,,198,,,,59,,,,96,,,6,90,59,,,,,,,1026,3,,84,6,,,,78,,,12,12,14,1,,12,12,14,1,,,2,,,,"0.61",12,12,14,1
Module File,"berryIMU-spi.py",,,,,,,7,7,7,1,48,0,0,0,,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,,,,115,,,,39,,,,54,,,6,48,32,,,,,,,34,2,,53,6,,,,47,,,7,7,7,1,,7,7,7,1,,,2,,,,"0.59",7,7,7,1
Function,"berryIMU-spirit-level.is_in_circle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,,,,3,,,1,2,0,,,,,,,1,0,,3,1,,,,2,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Module File,"berryIMU-spirit-level.py",,,,,,,2,2,2,1,12,0,5,0,,,,,0,,,15,,,,14,,,,,,,,,,,,,,,,,,,,344,,,,96,,,,187,,,19,168,84,,,,,,,3073,3,,186,19,,,,167,,,14,14,15,1,,14,14,15,1,,,3,,,,"0.45",34,34,35,15
Function,"berryIMU-spirit-level.readACCx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,5,,,1,4,0,,,,,,,1,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.readACCy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,5,,,1,4,0,,,,,,,1,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.readACCz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,5,,,1,4,0,,,,,,,1,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.readGYRx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,5,,,1,4,0,,,,,,,1,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.readGYRy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,5,,,1,4,0,,,,,,,1,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.readGYRz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,5,,,1,4,0,,,,,,,1,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.scaleCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,,,,7,,,1,6,1,,,,,,,1,0,,7,1,,,,6,,,1,1,1,1,,,,,,,,0,,,,"0.14",,,,
Function,"berryIMU-spirit-level.scaleCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,,,,7,,,1,6,1,,,,,,,1,0,,7,1,,,,6,,,1,1,1,1,,,,,,,,0,,,,"0.14",,,,
Function,"berryIMU-spirit-level.scaleH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,,,,7,,,1,6,0,,,,,,,1,0,,7,1,,,,6,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.scaleHonly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,,,,7,,,1,6,1,,,,,,,1,0,,7,1,,,,6,,,1,1,1,1,,,,,,,,0,,,,"0.14",,,,
Function,"berryIMU-spirit-level.scaleV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,2,,,,7,,,1,6,0,,,,,,,1,0,,7,1,,,,6,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.writeACC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,,,,3,,,1,2,0,,,,,,,1,0,,3,1,,,,2,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU-spirit-level.writeGRY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,,,,3,,,1,2,0,,,,,,,1,0,,3,1,,,,2,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU.kalmanFilterX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,8,,,,27,,,9,18,0,,,,,,,1,0,,27,9,,,,18,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU.kalmanFilterX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,8,,,,27,,,9,18,0,,,,,,,1,0,,27,9,,,,18,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU.kalmanFilterY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,7,,,,27,,,9,18,0,,,,,,,1,0,,27,9,,,,18,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"berryIMU.kalmanFilterY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,7,,,,27,,,9,18,0,,,,,,,1,0,,27,9,,,,18,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Module File,"berryIMU.py",,,,,,,5,5,5,1,60,7,27,0,,,,,0,,,3,,,,2,,,,,,,,,,,,,,,,,,,,302,,,,84,,,,171,,,24,147,65,,,,,,,2050,3,,159,24,,,,135,,,13,13,15,1,,13,13,15,1,,,2,,,,"0.38",15,15,17,3
Module File,"berryIMU.py",,,,,,,5,5,6,1,82,7,27,0,,,,,0,,,3,,,,2,,,,,,,,,,,,,,,,,,,,406,,,,100,,,,239,,,24,215,89,,,,,,,8194,4,,227,24,,,,203,,,15,15,17,1,,15,15,17,1,,,2,,,,"0.37",17,17,19,3
File,"bits.h",0,0,0,5,13,10,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,28,,,,5,,,,0,,,0,0,10,,,,0,13,,,,0,0,0,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"0.00",0,0,0,0
File,"bmp180.cpp",4,17,7,77,163,64,2,2,2,1,26,4,17,7,,,,,0,,,,,,,9,,,,,,,,,,,,,,,,,,,,284,,,,77,,,,160,,,23,81,64,,,,0,3,,,,111,126,55,,,0,71,,,,,,,,6,3,6,1,,,1,,,,"0.40",19,16,19,9
Function,"bmp180.get_short",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,2,,,1,1,0,,,,,,,1,0,,2,1,,,,1,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"bmp180.get_ushort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,2,,,1,1,0,,,,,,,1,0,,2,1,,,,1,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
File,"bmp180.h",0,0,0,39,21,2,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,60,,,,39,,,,8,,,0,0,2,,,,0,13,,,,8,8,8,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"0.25",0,0,0,0
Module File,"bmp180.py",,,,,,,1,1,1,1,19,0,2,0,,,,,0,,,3,,,,2,,,,,,,,,,,,,,,,,,,,83,,,,16,,,,61,,,5,56,8,,,,,,,1,0,,61,5,,,,56,,,1,1,1,1,,1,1,1,1,,,0,,,,"0.13",3,3,3,3
Module File,"bmp280.py",,,,,,,11,11,11,1,59,0,0,0,,,,,0,,,1,,,,0,,,,,,,,,,,,,,,,,,,,93,,,,11,,,,61,,,2,59,21,,,,,,,1024,3,,61,2,,,,59,,,11,11,11,1,,11,11,11,1,,,1,,,,"0.34",11,11,11,1
Class,"bmp388.BMP388",,,,,,,1,1,1,1,11,0,10,0,1,0,0,0,,,,,,,,,10,17,,,,,,10,10,,,,,,,,,,,138,,,,19,,,,102,,,11,91,17,,,,,,,,,,93,11,,,,82,,,,,,,,3,3,3,1,,1,2,,,,"0.17",14,14,14,10
Function,"bmp388.BMP388.__init__",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,,,,17,,,1,16,1,,,,,,,3,0,,12,1,,,,11,,,3,3,3,1,,,,,,,,2,,,,"0.06",,,,
Function,"bmp388.BMP388._load_calibration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,,,16,,,1,15,0,,,,,,,1,0,,16,1,,,,15,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"bmp388.BMP388._read_byte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,2,,,1,1,0,,,,,,,1,0,,2,1,,,,1,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"bmp388.BMP388._read_s16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,,,,5,,,1,4,0,,,,,,,2,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,1,,,,"0.00",,,,
Function,"bmp388.BMP388._read_s8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,,,,5,,,1,4,0,,,,,,,2,0,,5,1,,,,4,,,2,2,2,1,,,,,,,,1,,,,"0.00",,,,
Function,"bmp388.BMP388._read_u16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0,,,,4,,,1,3,0,,,,,,,1,0,,4,1,,,,3,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"bmp388.BMP388._write_byte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,2,,,1,1,0,,,,,,,1,0,,2,1,,,,1,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"bmp388.BMP388.compensate_pressure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,2,,,,26,,,1,25,0,,,,,,,1,0,,23,1,,,,22,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"bmp388.BMP388.compensate_temperature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,0,,,,10,,,1,9,0,,,,,,,1,0,,10,1,,,,9,,,1,1,1,1,,,,,,,,0,,,,"0.00",,,,
Function,"bmp388.BMP388.get_temperature_and_pressure_and_altitude",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,3,,,,14,,,1,13,1,,,,,,,1,0,,13,1,,,,12,,,1,1,1,1,,,,,,,,0,,,,"0.07",,,,
Module File,"bmp388.py",,,,,,,1,1,1,1,15,0,10,0,,,,,1,,,11,,,,10,,,,,,,,,,,,,,,,,,,,220,,,,39,,,,161,,,15,146,20,,,,,,,3,0,,152,15,,,,137,,,3,3,3,1,,3,3,3,1,,,2,,,,"0.12",17,17,17,11
Function,"calibrateBerryIMU.handle_ctrl_c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,,,,9,,,1,8,1,,,,,,,1,0,,9,1,,,,8,,,1,1,1,1,,,,,,,,0,,,,"0.11",,,,
Function,"calibrateBerryIMU.handle_ctrl_c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,,,,9,,,1,8,1,,,,,,,1,0,,9,1,,,,8,,,1,1,1,1,,,,,,,,0,,,,"0.11",,,,
Module File,"calibrateBerryIMU.py",,,,,,,4,4,4,1,18,0,9,1,,,,,0,,,2,,,,1,,,,,,,,,,,,,,,,,,,,88,,,,25,,,,42,,,6,36,23,,,,,,,65,2,,42,6,,,,36,,,8,8,8,1,,8,8,8,1,,,2,,,,"0.55",9,9,9,2
Module File,"calibrateBerryIMU.py",,,,,,,4,4,4,1,18,0,9,1,,,,,0,,,2,,,,1,,,,,,,,,,,,,,,,,,,,88,,,,25,,,,42,,,6,36,23,,,,,,,65,2,,42,6,,,,36,,,8,8,8,1,,8,8,8,1,,,2,,,,"0.55",9,9,9,2
File,"camctrl.h",0,0,0,3,3,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,6,,,,3,,,,0,,,0,0,0,,,,0,3,,,,0,0,0,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"0.00",0,0,0,0
Function,"checkit",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,1,,,,6,,,3,2,0,,,,0,0,1,1,0,3,2,2,,,0,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Function,"closeSDL",,,,2,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,2,,,,15,,,5,2,0,,,,0,0,2,1,0,12,6,4,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
File,"compass_tutorial01.c",10,15,3,22,22,16,3,3,3,1,28,10,15,3,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,60,,,,22,,,,16,,,3,12,16,,,,0,6,,,,10,13,4,,,0,10,,,,,,,,3,3,3,1,,,2,,,,"1.00",3,3,3,1
File,"compass_tutorial02.c",22,34,17,33,40,32,8,8,10,1,71,22,34,17,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,103,,,,33,,,,34,,,4,29,32,,,,0,6,,,,22,35,10,,,0,26,,,,,,,,8,8,10,1,,,2,,,,"0.94",8,8,10,1
File,"compass_tutorial03.c",26,26,8,45,39,32,4,4,4,1,60,26,26,8,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,116,,,,45,,,,27,,,5,23,32,,,,0,12,,,,20,24,6,,,0,19,,,,,,,,4,4,4,1,,,2,,,,"1.19",4,4,4,1
File,"compass_tutorial03_calibration.c",6,14,1,29,41,12,5,5,5,1,20,6,14,1,,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,82,,,,29,,,,34,,,10,26,12,,,,0,7,,,,25,34,10,,,0,24,,,,,,,,8,8,8,1,,,2,,,,"0.35",9,9,9,2
File,"compass_tutorial04.c",17,32,8,53,85,44,3,3,3,1,55,17,32,8,,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,180,,,,53,,,,67,,,16,55,44,,,,0,18,,,,54,65,22,,,0,44,,,,,,,,5,5,5,1,,,2,,,,"0.66",6,6,6,2
Union,"data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,,0,0,,,,,,0,6,,0,0,,6,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,7,7,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
File,"debug.c",0,8,0,14,74,13,1,1,1,1,8,0,5,0,,,,,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,98,,,,14,,,,39,,,14,12,13,,,,15,23,,,,26,32,15,,,0,17,,,,,,,,2,2,2,1,,,1,,,,"0.33",8,8,8,7
File,"debug.h",0,0,0,7,33,10,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,50,,,,7,,,,7,,,0,0,10,,,,9,24,,,,7,7,7,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"1.43",0,0,0,0
Function,"detectIMU",,,,17,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,,,,17,,,,41,,,11,24,3,,,,0,0,6,17,1,28,35,12,,,0,23,,,6,6,9,3,2,,,,,2,,1,2,,,"0.07",,,,
Function,"detectIMU",,,,18,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,,,,18,,,,35,,,7,4,7,,,,0,0,1,8,1,27,14,7,,,0,7,,,4,4,4,1,0,,,,,0,,1,0,,,"0.20",,,,
Function,"detectIMU",,,,16,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,50,,,,16,,,,32,,,8,18,2,,,,0,0,6,9,1,21,26,9,,,0,17,,,5,5,8,3,2,,,,,2,,1,2,,,"0.06",,,,
Function,"detectIMU",,,,17,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,,,,17,,,,41,,,11,24,3,,,,0,0,6,17,1,28,35,12,,,0,23,,,6,6,9,3,2,,,,,2,,1,2,,,"0.07",,,,
Function,"detectIMU",,,,17,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,,,,17,,,,41,,,11,24,3,,,,0,0,6,17,1,28,35,12,,,0,23,,,6,6,9,3,2,,,,,2,,1,2,,,"0.07",,,,
Function,"detectIMU",,,,17,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,,,,17,,,,41,,,11,24,3,,,,0,0,6,17,1,28,35,12,,,0,23,,,6,6,9,3,2,,,,,2,,1,2,,,"0.07",,,,
Function,"detectIMU",,,,17,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,,,,17,,,,41,,,11,24,3,,,,0,0,6,17,1,28,35,12,,,0,23,,,6,6,9,3,2,,,,,2,,1,2,,,"0.07",,,,
Function,"detectIMU",,,,17,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,,,,17,,,,41,,,11,24,3,,,,0,0,6,17,1,28,35,12,,,0,23,,,6,6,9,3,2,,,,,2,,1,2,,,"0.07",,,,
Function,"enableIMU",,,,11,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,,,,11,,,,32,,,1,26,35,,,,0,0,3,8,1,23,26,0,,,0,26,,,4,4,4,1,0,,,,,0,,1,0,,,"1.09",,,,
Function,"enableIMU",,,,9,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,,,,9,,,,34,,,2,26,35,,,,0,0,1,4,1,26,27,1,,,0,26,,,4,4,4,1,2,,,,,0,,1,0,,,"1.03",,,,
Function,"enableIMU",,,,7,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,,,,7,,,,23,,,1,18,24,,,,0,0,3,4,1,16,18,0,,,0,18,,,3,3,3,1,0,,,,,0,,1,0,,,"1.04",,,,
Function,"enableIMU",,,,11,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,,,,11,,,,32,,,1,26,35,,,,0,0,3,8,1,23,26,0,,,0,26,,,4,4,4,1,0,,,,,0,,1,0,,,"1.09",,,,
Function,"enableIMU",,,,11,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,,,,11,,,,32,,,1,26,35,,,,0,0,3,8,1,23,26,0,,,0,26,,,4,4,4,1,0,,,,,0,,1,0,,,"1.09",,,,
Function,"enableIMU",,,,11,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,,,,11,,,,32,,,1,26,35,,,,0,0,3,8,1,23,26,0,,,0,26,,,4,4,4,1,0,,,,,0,,1,0,,,"1.09",,,,
Function,"enableIMU",,,,11,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,,,,11,,,,32,,,1,26,35,,,,0,0,3,8,1,23,26,0,,,0,26,,,4,4,4,1,0,,,,,0,,1,0,,,"1.09",,,,
Function,"enableIMU",,,,11,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,,,,11,,,,32,,,1,26,35,,,,0,0,3,8,1,23,26,0,,,0,26,,,4,4,4,1,0,,,,,0,,1,0,,,"1.09",,,,
Function,"getPressure",,,,8,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,8,,,,19,,,4,12,14,,,,0,0,3,2,0,13,18,7,,,0,11,,,2,2,2,1,0,,,,,0,,1,0,,,"0.74",,,,
Function,"getTemperature",,,,6,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,36,,,,6,,,,15,,,4,7,16,,,,0,0,2,2,0,9,10,4,,,0,6,,,2,2,2,1,0,,,,,0,,1,0,,,"1.07",,,,
Static Function,"getit",,,,1,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,1,,,,15,,,3,10,0,,,,0,0,7,1,0,7,6,2,,,0,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
File,"gps.h",0,0,0,2,8,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,10,,,,2,,,,5,,,0,0,0,,,,0,3,,,,4,5,5,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"0.00",0,0,0,0
Function,"graphics",,,,19,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,61,,,,19,,,,33,,,7,4,9,,,,0,0,3,2,0,30,10,6,,,0,4,,,2,2,2,1,0,,,,,0,,1,0,,,"0.27",,,,
